epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
23,0.5691064198811849,0.5691064089194111,103361.13921815134,0.7835844682094237,0.5626551779833707,0.5626551635337599,66594.54918323863,0.7784780462582906
24,0.5719384356933536,0.5719384393472781,95608.43067528735,0.7943147608146813,0.5607750162933812,0.5607750180995825,63783.490767045456,0.7774883346124128
25,0.5653639903927214,0.5653639965587192,97873.42612547893,0.7825543026357775,0.5616187200401769,0.5616186766913442,67122.36017400568,0.7779746200099136
26,0.5692833120795502,0.5692833266952485,93762.16056034483,0.7918334388641562,0.5605777863300208,0.5605777881362222,65964.12514796402,0.7777826894413341
27,0.5638032064584023,0.5638032320358745,100615.37987907088,0.782451255111402,0.5586247064850547,0.5586246848106384,63086.75082859849,0.7766446886640607
28,0.5614164811898008,0.5614164903246123,98263.37218630269,0.7776550120777554,0.5582911426370795,0.558291185985912,62990.3232421875,0.776618399403312
29,0.5605545231208947,0.5605544890937221,94261.34141522988,0.7811082487362098,0.5571456497365778,0.5571456352869669,61967.11434659091,0.7772468256227898
30,0.5679911263144336,0.5679911135256975,99326.0951867816,0.7923681407139219,0.5565840078122688,0.5565840005874634,61201.006865530304,0.776723937554793
31,0.5598023335138956,0.5598023408217448,96020.83258500957,0.7800715364715606,0.5561498295177113,0.5561497861688788,61681.794670336174,0.7773442051627419
32,0.5585013911185137,0.558501405734212,104731.23799688698,0.779607292564436,0.5556527032996669,0.555652708718271,61551.70892518939,0.7776168061025215
33,0.5590177701350829,0.5590177715053046,94769.60605244253,0.7822855217703457,0.5551972353097164,0.5551972262787096,61721.703021425186,0.7791290518009302
34,0.561164454025327,0.5611644613331762,95104.12383261495,0.7871535468375546,0.555005998322458,0.5550060073534647,61975.53472715436,0.7789259137529315
35,0.5579584419042215,0.5579584613156958,99381.64400742337,0.7818070672937737,0.5551826014663234,0.5551825996601221,63079.91551254735,0.7787207834648363
36,0.5663337629873634,0.5663337513404788,97032.67468869731,0.7954589393403795,0.5535979162562977,0.5535979596051303,59548.58956261837,0.778666185610222
37,0.5697507855992664,0.569750794048967,93864.34611470306,0.8056412759411837,0.5542833371595903,0.554283315485174,61844.071940104164,0.7788177999583158
38,0.5549228200510544,0.5549228255319413,99614.93327945402,0.7783869173791673,0.5536328012293036,0.5536327994231022,61415.795084635414,0.7797920956756129
39,0.5557509290760961,0.555750934556983,104129.01535560345,0.7809718568663031,0.553391203735814,0.5533912254102302,61054.48076467803,0.7801966215624954
40,0.5594628521765785,0.5594628485226539,99192.00862068965,0.790718185262205,0.552964215928858,0.5529641978668444,60305.674553148674,0.7794999227379308
41,0.5587319160786625,0.5587319204176979,95614.40415469349,0.787863593220254,0.5525230638908617,0.5525230855652781,59928.61363636364,0.7805745511343984
42,0.5605596230861327,0.5605596377018311,98561.37999880269,0.7950448935059296,0.552560871297663,0.5525608496232466,61105.03851503314,0.7809891068574154
43,0.56010457930437,0.5601045877540706,96260.70686661877,0.79250809675889,0.5529646476109823,0.5529646710915999,62367.85887192235,0.7815183148239598
44,0.5575574638743054,0.5575574766630413,105718.97371886973,0.782020576612246,0.5515362078493292,0.5515362295237455,59852.92174183239,0.7822107582381277
45,0.559632147180623,0.5596321222882618,95942.18965517242,0.7913625327106637,0.551311276175759,0.5513112545013428,59563.293087121216,0.78191753950986
46,0.5585127203400564,0.5585127068662096,100786.14457614943,0.7910433285994548,0.5511199199792111,0.5511198983047948,59378.85017163826,0.7813459923773101
47,0.5579691606919884,0.5579691593217667,103380.1883979885,0.789659982896856,0.5510383158019094,0.5510382796778823,59672.434037642044,0.782691655736981
48,0.5573994811924025,0.5573994647497418,91529.88896372127,0.7932943130818363,0.5520075090003737,0.552007485519756,62493.594356652466,0.7826810515288151
49,0.5571273610966415,0.5571273556157547,99446.94040349616,0.7890360250326865,0.5504351438898029,0.5504351854324341,58738.30711410985,0.782215831857739
50,0.5555970566026096,0.555597052948685,99102.88499760536,0.78607062156173,0.5507446798411283,0.5507446852597323,59730.192974668564,0.7814708803639268
51,0.5525745267612268,0.5525745219654508,98598.70629789271,0.7810723598889464,0.5510887630058058,0.5510887684244098,61232.14466441761,0.7828437324726221
52,0.5529643984589997,0.5529643728815276,102357.87164750957,0.7808862328529358,0.5505261168335424,0.5505261168335424,60009.27852746212,0.7829114487676909
53,0.5522745854553135,0.5522745872822757,99096.76745090996,0.7822234971998295,0.5508083213459362,0.5508083213459362,60313.319158380684,0.7825312307386687
54,0.5521470883796955,0.5521470950024338,97593.98578184866,0.7827276840977285,0.550183072234645,0.5501830505602288,59710.950298887314,0.7838644710454074
55,0.5562600717233972,0.5562600662425103,99333.2805316092,0.7881018380095676,0.550680236382918,0.5506802327705153,61252.98153409091,0.7846394994042136
56,0.5528560598234564,0.5528560561695318,97674.54430076628,0.7860858467803604,0.5505195007179723,0.5505195007179723,61098.02691465436,0.7847435600829847
57,0.552075099671024,0.5520750893943611,103330.74245689655,0.7797613057140189,0.550222781571475,0.5502227526722532,60044.24917140151,0.7845813324957183
58,0.5503510853339886,0.5503510828219155,98095.97347940614,0.7810808977404774,0.5503559708595276,0.5503559708595276,60649.197591145836,0.7831293109691504
59,0.5547360711627536,0.5547360675088291,96653.40328663793,0.7890272229567341,0.5501032923207139,0.550103328444741,60371.556033972534,0.7824254523624073
60,0.5526532135704011,0.552653206262552,105838.36751676245,0.7814723216710876,0.5496096141410597,0.5496096051100529,59366.773481889206,0.7828749201514504
61,0.5488135225471409,0.548813535335877,95988.47536518199,0.7806776140841488,0.5490261298237424,0.5490261460795547,58257.11615175189,0.7826974915735649
62,0.5607738565667836,0.5607738547398213,102185.85998862548,0.7934277521239387,0.5487677924560778,0.5487678159366954,57152.22816051136,0.7829530184919183
63,0.5523028999452847,0.5523029072531338,91671.66178759579,0.7882296235168574,0.5501548467260419,0.5501548467260419,61080.92743844697,0.7833945913748308
64,0.5580991623045384,0.5580991483739509,100525.02086326628,0.7926592214810894,0.5485953146761114,0.5485953146761114,57654.98952414773,0.7830180417407643
65,0.5515705965944634,0.5515706112101617,100879.96102729885,0.7795656085927825,0.5492387070800319,0.549238737785455,59784.00285570549,0.7826825145519141
66,0.5587922236471797,0.558792230955029,99319.43866738505,0.796302497158562,0.5488334388443918,0.5488334117513715,58545.213260535034,0.7830785585172249
67,0.5528551546778259,0.5528551334393892,94878.6311961207,0.7866635059944971,0.5491871075196699,0.5491870695894415,59426.20834812974,0.7829291224479675
68,0.5581978100469742,0.5581977954312759,97509.22132423372,0.7939262154915324,0.5486416040044843,0.5486416112292897,57863.143377130684,0.7832549250487125
69,0.5543322663654313,0.5543322554036575,96602.7501795977,0.7927415023818327,0.5489034273407676,0.5489034490151838,59354.96260949337,0.7835090431300077
70,0.5533521186803035,0.5533521157114899,97846.30319085249,0.7843046108424891,0.5492670698599382,0.549267078890945,60429.997099905304,0.7824796618837299
71,0.5502561616258146,0.5502561640237026,99757.71812140805,0.7829282843290161,0.5486785317912246,0.5486785245664192,58864.30246803977,0.7827960415319963
72,0.5560761870552297,0.556076183401305,101730.7029454023,0.7929933957213187,0.5486917567975593,0.5486917423479485,59369.263227982956,0.7830538623260729
73,0.5460823235383893,0.5460823278774247,96244.11643917624,0.7807034811297596,0.5492303353367429,0.5492303244995348,60871.587017637314,0.7835511980634747
74,0.5548491694918081,0.5548491767996573,103515.26906728928,0.7890949473070459,0.5480929721485485,0.5480929576989376,57889.78391335227,0.7845948175950483
75,0.5556176133539484,0.5556176206617977,95480.65918342912,0.7935648597063233,0.5486279328664144,0.5486279545408307,59341.0058741714,0.7832400311123241
76,0.5482892355242909,0.5482892359810314,97864.83554837164,0.7804755538816196,0.5488457354632291,0.5488457264322223,60091.579974550186,0.7839282299533035
77,0.5529062862140466,0.552906300144634,97338.15526221265,0.7898796150510795,0.5485589323621808,0.5485589594552012,59154.1533351089,0.7839686256466489
78,0.5528603867552746,0.5528603904091992,102039.7260835728,0.7884558895995334,0.5486489462129998,0.5486489516316038,59608.80804628314,0.7841568462776415
79,0.5523054723081917,0.5523054930898879,98227.33716475096,0.7865084775106204,0.5485204674980857,0.548520489172502,60020.43057528409,0.7837382266015718
80,0.5490984853885182,0.5490985000042167,101898.3895474138,0.7819044206334257,0.5484890630750945,0.5484890991991217,60077.7129054214,0.7828380158453276
81,0.5462967164215,0.546296711625724,97661.04367217433,0.7800197557928005,0.5485951394745798,0.5485951611489961,60790.713142163826,0.7830436789628231
82,0.5473400525663091,0.5473400452584599,104605.29088840996,0.7754690752175576,0.5480366945266724,0.5480366656274507,58820.930974786934,0.7830101197416132
83,0.5502983037082628,0.5502983097600754,99165.14529454023,0.785415149283135,0.548122171199683,0.5481221838430925,59225.259514086174,0.7829030120011532
84,0.5522155088026405,0.5522154941869422,95636.41047054598,0.7892549782420484,0.5483363631999854,0.5483363794557976,60221.058209043564,0.78337803031459
85,0.5444432090525426,0.5444432181873541,103808.4462104885,0.773487618599815,0.5479173804774429,0.5479173588030266,58870.529400449814,0.7829839569149595
86,0.5481574471426193,0.5481574555923199,99378.08518917624,0.7825323101204474,0.5477085601199757,0.5477085655385797,58059.76568418561,0.7828355413494688
87,0.5603151848946495,0.560315198825237,92413.7194683908,0.8034537371776113,0.548153281211853,0.5481532938552626,59322.25983960701,0.7814195210283453
88,0.5490360511217081,0.5490360474677835,98118.95596863027,0.7830346786199401,0.5479389754208651,0.5479389970952814,59364.88637843276,0.782177948590481
89,0.5512859316621247,0.5512859291500516,103499.64129849138,0.7852724530230993,0.5475507071523955,0.5475507089585969,59006.841767282196,0.7827882080367117
90,0.550195456007888,0.5501954523539635,97176.90729765326,0.7843828023165121,0.5473932714173289,0.5473932858669397,58638.060783617424,0.7823659019036726
91,0.5477073553421489,0.5477073608230357,98378.59141522988,0.7808992150186123,0.5467171018773859,0.5467171091021914,56760.299153645836,0.7827190594239668
92,0.5525272018151265,0.552527192680315,95540.62257543103,0.7912659674768704,0.5469248728318648,0.546924908955892,56993.26793323864,0.7835673707904238
93,0.5492179891615535,0.5492179891615535,101715.7665229885,0.7828946405900392,0.5474425969701825,0.5474425662647594,58134.61203835227,0.7838374394359011
94,0.5427623021191564,0.5427623167348548,99071.3588362069,0.7698219226694655,0.5474666844714772,0.5474666916962826,58672.280924479164,0.7829815456361482
95,0.5470958888759101,0.5470958852219856,101410.00568726053,0.7767268935382594,0.5471001682859479,0.5471001827355587,57101.16816110322,0.7826023589481007
96,0.5462210463838102,0.546221051864697,96227.66708572797,0.779114049284851,0.548170830264236,0.5481708212332292,60991.798029119316,0.7820733695319204
97,0.5516300885385024,0.5516300915073161,102061.8280651341,0.7834290298008827,0.547046007532062,0.5470460003072565,56910.770271070076,0.7824072855891604
98,0.5589479596222041,0.558947977891827,93769.34159482758,0.8007400079248509,0.5476840246807445,0.5476840300993486,59602.7851414536,0.7823429866270586
99,0.5514552917517008,0.5514552972325877,93599.89679118774,0.7900131680499548,0.5473511851195133,0.5473512013753256,59064.88457327178,0.783140034386606
100,0.549267500068036,0.5492675121716613,99341.08010057472,0.7814410924911499,0.5476457205685702,0.5476457115375635,59884.850896661934,0.7824138168132666
101,0.5498557931161931,0.5498557851232332,98762.91133860154,0.7833205262819926,0.5472067305535981,0.5472067161039873,58396.69111032197,0.783046644745451
