epoch,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error
0,1.090350662154713,1.0903506731164867,253147.99515086206,2.165101825049097,1.0270094365784617,1.02700940767924,254509.23816287878,1.8943909731778232
1,0.9315921773855713,0.9315921920012697,213717.92666427203,1.6359763606754756,0.9277111978241892,0.9277111942117865,222005.73745265152,1.574771108049335
2,0.8290601943644528,0.8290601943644528,177502.43145354406,1.328096603525096,0.8447207140200066,0.8447207429192283,189971.19856770834,1.3398670174858787
3,0.7439337292850245,0.7439337146693262,147738.890625,1.1096858407345769,0.7801217418728452,0.7801217400666439,165912.25174597537,1.1745380741177183
4,0.6893573047100813,0.6893572864404584,129110.06612188698,0.9860990597827225,0.7331402590780547,0.7331402753338669,149918.90636837122,1.0649813232999858
5,0.6509817717632571,0.6509817717632571,117837.45043103448,0.9060026889103125,0.6922698273803248,0.6922698598919492,130573.658203125,0.9769055879477299
6,0.62429995692096,0.6242999605748846,106779.07653855364,0.8542017324674175,0.6654700004693234,0.6654700149189342,120479.26598011363,0.9238771705916433
7,0.6090386637782685,0.609038641854721,104357.9143618295,0.8291613085059827,0.6400274471803145,0.6400274182810928,106081.46149976326,0.8785999923041372
8,0.6011080497526118,0.6011080632264587,99341.84324113985,0.8166919348340381,0.6263922163934419,0.6263922145872405,102212.59928385417,0.8547005653381348
9,0.6046359415712028,0.6046359404293513,91601.63017840039,0.8240369779853528,0.6135900472149705,0.6135900327653596,94827.99343039772,0.8347005266131777
10,0.585587910537062,0.5855879080249888,98734.40616020115,0.7931018766315504,0.6086219585303104,0.6086219585303104,97125.53355823863,0.826602867155364
11,0.5865890493338135,0.5865890408841129,108652.85177203066,0.7954811433265949,0.5953710765549631,0.5953711072603861,84775.35458096591,0.8079798203526121
12,0.5815490938694541,0.5815491000354518,93755.85769875479,0.7897342155719626,0.5901519710367377,0.590151927687905,82937.70129024622,0.801910293824745
13,0.576816113515832,0.5768161050661313,98317.32213840996,0.7838642003435742,0.5873722235361735,0.5873721783811395,84044.83309659091,0.7990241014596188
14,0.5778347125912078,0.5778347210409084,100623.46270354406,0.7865211972788376,0.5815595894148855,0.581559546066053,78675.32161458333,0.7913847511464899
15,0.5747935235271966,0.5747935333471189,96860.07417385057,0.782511492341871,0.5775455706047289,0.5775455687985276,75733.0400686553,0.7876479065779484
16,0.5786430607353591,0.5786430413238847,100725.046276341,0.7911586688396117,0.5742405707185919,0.5742406032302163,73637.76414535985,0.7857155276067329
17,0.5755050595692748,0.575505066877124,96441.0555854885,0.7858043817724761,0.5720224958477598,0.5720225102973707,72163.45111268939,0.7834333271691294
18,0.5733115842059198,0.573311578039922,98236.97536518199,0.7869550124438787,0.5711742061557192,0.5711741917061083,72656.36366595644,0.7826882673032356
19,0.5685297878765968,0.5685297794268962,97001.22419779694,0.7773973720283801,0.5687224792711663,0.5687224792711663,70801.25645123106,0.7808343551375649
20,0.5706417985346125,0.5706417912267634,99822.60561841475,0.7840579679642601,0.567276884209026,0.5672768697594152,70480.31359493372,0.7806420272046869
21,0.5683693520410764,0.5683693630028501,102760.41855244253,0.7801211990159134,0.5649520303263809,0.56495201587677,68263.57099313448,0.7796656435186212
22,0.5653352152798824,0.5653352225877316,94025.73659003832,0.7776500411417292,0.5647106838948799,0.5647106423522487,69738.2714547822,0.7796531608610442
