epoch,loss,val_loss
0,0.6967386043848206,0.5589270966522621
1,0.591501669522903,0.5508947814955856
2,0.5693091667931656,0.546405218315847
3,0.5550634652033619,0.5432989741816665
4,0.5452300770301015,0.5403467181957129
5,0.5386562952593369,0.5373308902437036
6,0.5316114225835179,0.5343354028282743
7,0.5255511592631139,0.5315580133235815
8,0.51978633104613,0.5289148792172923
9,0.5151733515134717,0.5261972253069733
10,0.5104125408719783,0.5236103336016337
11,0.5057212311874404,0.5213354148648002
12,0.502409380114855,0.5186921868360403
13,0.49738185992642836,0.5164366594769738
14,0.4936546148354066,0.5140253278342161
15,0.4894589219399339,0.511860064033306
16,0.48546976444821704,0.5097859659881303
17,0.48194423597662844,0.5078664304632129
18,0.47847421575780114,0.5061423620491317
19,0.4753938144308397,0.5045428334763555
20,0.472745418148936,0.503035535866564
21,0.47027270650041514,0.5016101959979895
22,0.46792890428354916,0.5002940423560865
23,0.46577039064118686,0.49910732381271594
24,0.46363386911450677,0.4979860746499264
25,0.4617799143681581,0.49696464294737036
26,0.46004903978771633,0.49594886646126257
27,0.45839753153223645,0.49505751918662677
28,0.4566850761001594,0.49419303464167047
29,0.45508967300027725,0.49339814484119415
30,0.45351178875599785,0.4926818965962439
31,0.45207870120746424,0.4919702663566127
32,0.45071553373245443,0.4913213090463118
33,0.4492798090780375,0.49065740045272943
34,0.44803135274013794,0.49003276454679895
35,0.4468105004893409,0.48943559509335144
36,0.44561552139305977,0.4888728712544297
37,0.4445408513605366,0.48829139498147095
38,0.44352687010363145,0.4877416089628682
39,0.4425267674228697,0.4872010074781649
40,0.4414781348001911,0.48679577401190094
41,0.4404390326975863,0.48638934348568774
42,0.4396042337362794,0.4860200434923172
43,0.43849693444268456,0.48557212181163556
44,0.43743028414660484,0.4852686253460971
45,0.43608333901198887,0.4850067171183499
46,0.4348970564845878,0.48469845815138385
47,0.43385858936556454,0.4843469876231569
48,0.4328849698734466,0.4839803906101169
49,0.4320802551576461,0.48370616137981415
50,0.43120733965402364,0.4833585186438127
51,0.4303714957273783,0.4830204564513582
52,0.42964522158049073,0.4826628737377398
53,0.42912618775934097,0.4823081163745938
54,0.4286389824759458,0.48194584385915235
55,0.4282899742724795,0.48165865964961774
56,0.42781559740446534,0.4814702200167107
57,0.4271899662141142,0.4813668357603478
58,0.42652554176319607,0.4813297332236261
59,0.42585705968612,0.4812844955559933
60,0.4253394746460677,0.4811079673694842
61,0.42513643941660034,0.4809163560469945
62,0.42554324499948726,0.48052457426533557
63,0.4261367352415319,0.4801528815067176
64,0.425864712431513,0.4798407924897743
65,0.42540917708270853,0.4796259452899297
66,0.425757747043595,0.4795082365021561
67,0.42622711238276456,0.47951035382169666
68,0.4257355356924378,0.47958691598791064
69,0.42465012489150766,0.4796123066634843
70,0.4230551866964362,0.4796806262298064
71,0.42183495372876356,0.479723949324001
72,0.4205148857786281,0.4797995952945767
73,0.41978096019947664,0.47985637910438306
74,0.41904744157617574,0.4798449029525121
75,0.41846119700948853,0.47985557624787994
76,0.41799506282441,0.47976930258852063
77,0.4175944906655856,0.47975155756329046
78,0.417254870650412,0.4796351379517353
79,0.41698107774230253,0.4795290678739548
80,0.41678215277834413,0.47940180157170154
81,0.41652131497403216,0.479317636200876
82,0.41608081660964935,0.4792437187649987
83,0.4158008758021497,0.4792496304620396
84,0.41560205114983967,0.47929102092078235
85,0.415253096841761,0.47922369928070996
86,0.4147066312388899,0.4791365708365585
87,0.4140435193461933,0.47909357918031287
88,0.41362362974448225,0.47900319144581305
89,0.4134314454149926,0.4788980334997177
90,0.4130666255950928,0.4787309928373857
91,0.41298091737018233,0.47853564087188605
92,0.4133648876942894,0.47835797703627386
93,0.4145723275868829,0.4781107699329203
94,0.4160884834569076,0.477802884849635
95,0.4161169884647903,0.47783233676895953
96,0.4141102334434502,0.4779922479029858
97,0.41175761698991403,0.47824011743068695
98,0.41017633550925275,0.4784967059438879
99,0.40884245989194773,0.47860877667412616
100,0.4078395278746141,0.47873219034888526
101,0.4073131019927533,0.4788485575806011
102,0.40689221629694505,0.4787714056896441
103,0.40657892509210153,0.47895667227831756
104,0.40619780465789224,0.47896775829069543
105,0.40592467625022394,0.4789687855677171
106,0.4057118580373311,0.47901672531257977
107,0.4055076309433385,0.47900411441470636
108,0.40551019034623187,0.4789328331297094
109,0.4054431126834789,0.4788724662679614
110,0.4054040525151395,0.4788001798319094
111,0.4052881559078721,0.47879074784842407
112,0.40483364165971103,0.4788722215276776
113,0.4043666595357588,0.47884662584824994
114,0.40396482163462144,0.4790314214699196
